TCGA-OR-A5J1,TCGA-OR-A5J2,TCGA-OR-A5J3,TCGA-OR-A5J5,TCGA-OR-A5J6,TCGA-OR-A5J7,TCGA-OR-A5J8,TCGA-OR-A5J9,TCGA-OR-A5JA,TCGA-OR-A5JB,TCGA-OR-A5JC,TCGA-OR-A5JD,TCGA-OR-A5JE,TCGA-OR-A5JF,TCGA-OR-A5JG,TCGA-OR-A5JI,TCGA-OR-A5JJ,TCGA-OR-A5JK,TCGA-OR-A5JL,TCGA-OR-A5JM,TCGA-OR-A5JO,TCGA-OR-A5JP,TCGA-OR-A5JQ,TCGA-OR-A5JR,TCGA-OR-A5JS,TCGA-OR-A5JT,TCGA-OR-A5JV,TCGA-OR-A5JW,TCGA-OR-A5JX,TCGA-OR-A5JY,TCGA-OR-A5JZ,TCGA-OR-A5K0,TCGA-OR-A5K1,TCGA-OR-A5K2,TCGA-OR-A5K3,TCGA-OR-A5K4,TCGA-OR-A5K5,TCGA-OR-A5K6,TCGA-OR-A5K8,TCGA-OR-A5K9,TCGA-OR-A5KO,TCGA-OR-A5KT,TCGA-OR-A5KU,TCGA-OR-A5KV,TCGA-OR-A5KW,TCGA-OR-A5KX,TCGA-OR-A5KY,TCGA-OR-A5KZ,TCGA-OR-A5L3,TCGA-OR-A5L4,TCGA-OR-A5L5,TCGA-OR-A5L6,TCGA-OR-A5L8,TCGA-OR-A5L9,TCGA-OR-A5LA,TCGA-OR-A5LB,TCGA-OR-A5LC,TCGA-OR-A5LD,TCGA-OR-A5LE,TCGA-OR-A5LG,TCGA-OR-A5LH,TCGA-OR-A5LJ,TCGA-OR-A5LK,TCGA-OR-A5LL,TCGA-OR-A5LM,TCGA-OR-A5LN,TCGA-OR-A5LO,TCGA-OR-A5LP,TCGA-OR-A5LR,TCGA-OR-A5LS,TCGA-OR-A5LT,TCGA-OU-A5PI,TCGA-P6-A5OF,TCGA-P6-A5OG,TCGA-PA-A5YG,TCGA-PK-A5H8,TCGA-PK-A5H9,TCGA-PK-A5HA,TCGA-PK-A5HB
2.3976,1.2423,2.1339,7.9097,2.1147,3.4702,1.4392,1.719,3.7877,1.1018,2.3451,2.7638,2.2243,2.4162,1.7213,1.099,3.7811,5.3056,1.3077,4.4596,1.8353,0.2752,2.3124,1.309,4.1378,2.0031,2.3447,1.3439,2.0035,1.7417,1.3628,9.7917,2.0884,0.9536,2.4979,2.1027,2.86,1.4393,4.064,4.9658,1.8416,1.67,4.6908,6.4331,2.8732,5.7892,3.3275,1.2536,0.6371,1.0941,2.1506,2.7439,0.7186,1.1815,0.5123,2.4221,4.2404,1.2108,1.5495,1.6288,1.2494,1.0542,3.1386,1.4135,3.0618,1.8886,3.4414,1.6856,1.8015,2.3157,11.0432,1.3261,5.2128,2.4296,1.64,2.8632,1.7613,1.1141,1.1441
0.0427,0.5922,5.9958,3.5932,21.5113,5.021,1.0697,6.6342,4.624,0.0366,2.6043,6.5502,1.6465,7.3859,0.1566,3.1884,2.1116,1.6005,3.911,0.8961,27.5246,3.1373,13.6459,9.4062,3.1481,7.4976,4.3404,7.7562,2.736,3.5519,7.2647,0.9134,5.4637,0.5052,0.8266,6.4903,2.9254,4.2486,2.5438,11.7762,6.7771,49.7064,5.5316,0.0255,2.1662,12.4569,0.7065,9.076,1.4918,3.4489,5.9232,3.694,11.5343,1.3802,4.1075,7.5222,4.3081,1.7388,0.0573,2.9606,4.8436,0.2052,1.5087,22.9091,1.0823,4.2402,7.6272,3.3356,3.0912,0.1828,6.2529,6.0691,4.2028,0.6411,5.4589,5.9497,34.1412,2.1813,5.2526
0.2466,0.2542,0.255,0.2235,0.1951,0.1053,1.3648,0.1984,0.6601,0.1224,0.2601,0.2365,0.0747,0.4606,0.0805,0.1509,0.1856,0.2841,0.1696,0.0383,1.6219,0.4456,0.2041,0.0275,0.1748,0.0412,0.0364,0.4626,0.2301,0.1448,0.1075,0.2364,0.104,0.4911,0.1466,0.0514,0.0569,0.0335,0.2604,0.0353,0.0945,0.5183,0.6932,0.0678,0.1129,0.0122,0.3581,4.4905,0.0734,0.1069,0.7998,0.2059,0.2258,0.1598,0.1186,0.1809,0.1635,0.052,0.0612,0.2957,0.2431,0.1488,0.374,0.6891,0.1329,0.0505,0.0914,0.1734,0.2174,0.3072,0.1424,0.2946,0.5152,0.4922,0.0645,0.1843,2.6623,0.0859,0.0564
9.0638,21.6756,135.6164,1.4984,26.847,31.5545,1.042,25.5475,46.3038,0.2934,58.717,4.7754,17.1231,77.2945,33.1861,31.1289,32.952,12.7023,17.2612,43.7716,1.7522,15.7721,48.3866,17.5682,58.4208,5.2955,5.7885,98.4758,47.8044,40.2587,11.5694,69.2499,3.904,26.5954,8.273,3.2847,20.4045,74.2089,32.3913,72.8732,63.0631,28.0322,61.9631,25.3473,85.4392,13.2506,65.6444,23.5899,12.535,28.3733,18.5312,5.1434,84.3966,2.5132,10.7005,9.8943,1.2478,21.7132,27.535,6.3481,13.1847,34.4248,4.5951,155.6048,8.3103,6.6918,25.1546,26.3945,10.8638,18.2816,7.2783,109.485,32.9986,0.5436,29.7316,13.4673,1.8455,2.4608,37.1218
4.8306,4.4778,1.85,2.3855,3.0005,3.4188,2.8277,0.9827,2.7915,5.1345,1.4607,2.1791,2.0027,1.2025,2.3363,1.1462,1.8714,2.1884,2.2216,5.2029,2.8319,3.6767,1.9225,1.8016,3.9033,1.6874,1.7769,1.8044,0.9396,2.78,2.2027,4.3995,1.3036,1.8692,0.8057,2.6477,1.8146,3.022,0.9695,1.4229,4.1551,3.608,1.7716,1.2625,1.937,1.9028,2.0397,4.1952,0.7456,1.7463,1.7742,1.1658,2.7149,0.3218,0.8093,2.267,2.7731,0.6302,3.187,2.5299,1.2515,3.0768,0.9832,4.728,1.1132,2.1576,1.8937,1.6643,1.3387,3.8463,2.3189,1.7746,3.0318,4.4482,2.1431,2.0673,6.6552,2.0401,6.934
0.0283,0.0,0.0283,0.0,0.0,0.0,0.0,0.0022,0.0127,0.0084,0.0127,0.0,0.0187,0.0061,0.0342,0.0033,0.0056,0.0068,0.1369,0.0,0.0064,0.0588,0.0048,0.0049,0.0,0.0,0.0,0.0053,0.0,0.0185,0.0039,0.0,0.0,0.094,0.0,0.0188,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.4136,0.1651,0.0086,0.0961,0.0042,0.0,0.0038,0.0153,0.0,0.0181,0.0,0.0032,0.0061,0.0,0.0221,0.0,0.0053,0.0421,0.0489,0.0059,0.0,0.0,0.0039,0.0,0.0023,0.0,0.0,0.0135,0.0,0.01,0.0,0.0024,0.0035,0.007,0.0026,0.0152
2.3516,36.456,32.9547,1.0848,0.518,2.667,0.1036,5.5441,1.6396,0.0616,2.3821,0.1015,4.3588,46.4679,0.2022,0.2317,24.9578,2.7252,3.2152,7.5815,0.276,0.1441,0.8138,0.2123,3.1959,0.1682,0.4623,7.1803,4.8062,14.6584,0.0706,0.661,0.0045,9.1135,0.1076,0.2512,18.7267,36.943,5.0172,34.4059,3.3058,1.9013,7.1158,1.6912,2.7718,0.0371,17.6966,3.4438,1.2584,0.3026,0.7706,0.1939,38.668,0.0267,0.214,12.7435,0.3948,5.1767,43.4669,1.947,1.3088,39.4186,0.1771,24.2611,0.161,0.118,3.4387,0.2653,0.0401,58.7166,0.1034,44.1154,15.1122,0.1417,0.2706,0.2394,0.8813,0.0871,0.1443
0.0825,0.008,0.0209,0.0105,0.0,0.0121,0.3234,0.0018,5.913,0.0,0.0,0.8282,0.0104,0.0153,1.4886,0.0082,0.0093,0.0,0.021,0.0,0.0053,0.0022,0.1226,0.0309,0.002,0.0067,1.9724,0.0022,0.0,0.0309,0.0033,0.003,0.0,0.0218,16.9323,0.072,0.0072,0.0,0.0441,0.0,0.0102,0.1049,0.0,0.0,0.0826,0.0024,0.0411,0.0,0.0028,0.0,0.0192,0.0065,0.0,0.0,0.0,0.0026,0.0,0.0046,0.0066,0.0,0.0176,0.1926,5.7006,0.0034,0.0024,0.0033,0.0,0.0311,0.0,0.0,0.6865,0.0216,0.0314,0.0223,0.3654,0.0,0.0116,0.0441,0.0359
0.2389,0.0818,0.1536,0.1681,0.0788,0.3616,0.2271,0.0983,0.1454,0.1165,0.0564,0.1339,0.1249,0.1059,0.0634,0.0048,0.1155,0.1508,0.0952,0.0995,0.0707,0.1902,0.0715,0.066,0.2778,0.0674,0.1137,0.0506,0.1697,0.3806,0.035,0.1132,0.0735,0.2942,0.2541,0.0891,0.1458,0.0759,0.0294,0.3019,0.1228,0.0678,0.1453,0.1982,0.1691,0.3561,0.2045,0.2934,0.088,0.0225,0.0985,0.1728,0.1151,0.0132,0.014,0.1409,0.3865,0.1476,0.1947,0.2445,0.0897,0.3426,0.0175,0.4301,0.1043,0.0934,0.4268,0.1451,0.1323,0.0539,0.2335,0.0988,0.4503,0.254,0.0279,0.2937,0.0343,0.0274,0.1015
3.3758,5.6289,5.5222,2.2514,3.2821,3.2588,2.6551,3.2103,5.794,4.5819,4.4347,4.9458,2.3252,4.7107,3.5784,2.4163,5.1356,3.1849,10.1119,2.3294,4.4334,2.9678,4.3046,6.3317,4.1456,5.2628,7.6944,6.4759,3.796,5.3834,6.0607,2.7052,5.3482,4.7097,4.1422,9.4749,2.5632,4.8047,3.7713,3.2698,6.5945,3.644,4.7735,4.752,4.5935,2.4232,2.9978,5.5189,1.9317,8.9256,5.0549,2.6263,5.8846,1.2804,2.204,8.6484,5.3693,1.2497,6.4169,4.864,7.5348,6.1711,4.1494,6.9443,3.8423,2.9916,9.2735,4.9751,5.8327,5.2497,3.9297,5.1473,4.803,5.4689,6.2039,6.8744,6.6784,6.3979,8.4162
5.099,8.3052,11.5964,10.9081,4.9107,8.9425,5.9079,15.6816,10.5543,5.7127,5.3839,8.8864,4.5598,25.4125,18.5297,4.0,14.0495,7.3084,11.3172,7.124,3.9521,10.2595,7.3718,9.4421,7.8417,7.8998,9.8183,13.1093,5.3693,6.676,3.7031,7.0709,10.105,11.0655,8.9126,6.1483,9.142,3.1912,9.2966,6.7095,7.0756,5.9266,5.6988,6.9976,8.0862,3.9003,15.296,7.0936,4.9657,8.259,5.1876,6.8577,7.359,2.0598,8.4315,11.8383,11.9016,3.3704,8.3439,7.3438,12.8308,9.0617,5.0417,10.8439,7.4782,5.1337,6.7105,12.2736,3.2848,11.5111,4.3259,13.8439,13.5197,4.0826,8.7182,9.2811,4.3617,6.6638,6.8447
0.7321,0.7642,1.0752,1.9032,0.8637,0.8273,2.2162,2.2307,2.1143,0.4888,1.8008,0.9046,1.4058,1.7779,1.7125,0.4515,1.7625,0.8051,2.5164,0.9239,0.308,1.8028,3.5977,1.0925,1.0499,2.0231,0.8608,0.7258,0.9698,1.1509,1.6748,2.2025,1.7739,1.1823,0.8103,2.3414,1.8405,0.5823,0.6765,0.8611,0.3901,0.5278,2.8316,2.6007,3.2982,1.325,1.4787,1.643,0.2892,0.6949,1.7196,0.9742,1.5362,0.4599,1.2061,1.0163,1.6902,1.6158,0.7092,0.4062,1.3508,0.3314,1.3177,0.372,5.9593,0.2241,0.6193,1.215,1.7066,0.8625,3.151,0.9527,1.1893,0.6823,0.6376,1.3277,0.8581,0.6413,0.9021
5.6565,12.2662,12.7671,10.044,13.2483,8.4965,8.7536,15.0626,17.215,13.4941,11.6278,6.475,3.5279,15.1071,10.3686,4.0179,9.1576,7.8523,5.6908,5.5284,9.5668,8.8044,8.0081,10.5362,14.4989,11.3786,11.2553,10.4719,8.2711,20.8263,12.2887,11.1998,12.7017,11.3965,7.8897,24.2358,12.4832,3.7376,7.9352,9.4648,8.9059,8.3085,13.0694,8.316,16.9678,15.3741,8.6574,14.2205,2.3255,14.3803,5.9321,9.2158,3.9562,6.6431,5.1262,12.4997,8.7313,13.6306,9.9538,5.1177,6.5422,5.5684,2.5739,18.4329,7.9296,1.402,9.5546,11.019,16.0905,8.5791,5.9308,7.6918,9.4526,4.7721,7.937,15.8371,34.6321,6.0595,37.416
4.8857,5.0879,3.9174,3.8581,10.0947,6.632,3.6683,4.0984,8.3896,2.9133,7.2252,1.985,5.4992,2.4646,1.7257,2.1951,2.5143,2.9278,8.5804,9.0702,2.2585,4.4903,3.2325,3.683,4.6449,3.4729,2.5206,7.3327,4.1944,6.99,2.8537,4.845,3.1991,7.3787,2.5606,3.0419,5.012,3.7846,3.0068,5.6452,8.4876,3.1591,2.4097,5.2879,2.832,6.7485,4.5315,7.5222,2.5877,5.248,2.5847,4.5218,3.6759,1.0276,1.2122,2.8346,3.2836,3.495,4.3664,7.0997,3.7998,3.0401,2.7015,4.5061,3.3291,3.7807,3.8643,3.291,3.324,3.3819,4.015,2.5412,6.1368,4.4474,2.1564,8.045,5.7626,4.3117,7.1182
0.0386,0.0546,0.0601,0.0373,0.0484,0.044,0.0338,0.0785,0.0375,0.0077,0.0491,0.0334,0.0597,0.0706,0.104,0.0328,0.071,0.0247,0.0204,0.0841,0.0289,0.0317,0.0615,0.1036,0.0843,0.078,0.0311,0.0215,0.0423,0.0458,0.0645,0.0199,0.0328,0.0428,0.0268,0.089,0.0316,0.0055,0.0121,0.0201,0.0196,0.0469,0.0203,0.0677,0.052,0.0261,0.0471,0.0422,0.006,0.0207,0.021,0.0212,0.0377,0.0081,0.0316,0.0279,0.0158,0.0353,0.0399,0.0145,0.0456,0.0347,0.0054,0.0441,0.0374,0.0072,0.07,0.0467,0.0853,0.2133,0.0369,0.0472,0.0389,0.0024,0.0172,0.0697,0.0464,0.0265,0.0485
0.0,0.0,0.0056,0.0028,0.0,0.0,0.0197,0.0,0.0084,0.0,0.0,0.0,0.0055,0.0018,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0022,0.0346,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0098,0.0106,0.0,0.0,0.0024,0.0,0.0,0.0052,0.0,0.0024,0.0021,0.0,0.0072,0.004,0.0,0.0,0.2066,0.0,0.0,0.0,0.0023,0.0
0.0473,0.0873,0.1638,1.1813,0.1723,0.39,0.506,0.0957,0.1028,0.116,1.7594,0.3224,0.0461,0.3636,0.0927,0.296,0.1041,0.1369,0.3162,0.179,0.7915,0.1579,0.0641,0.0876,0.1749,0.0816,0.1231,0.7396,0.6031,1.5114,0.1006,0.0466,0.0133,0.036,0.0771,0.4252,0.074,0.083,0.3129,0.149,0.3233,0.0845,0.478,0.0146,0.1064,0.1295,0.0509,0.0788,0.052,0.0261,0.1686,2.3024,0.1479,0.0351,0.0217,0.2324,0.2652,0.049,0.1058,0.0812,0.1425,0.3185,0.1222,0.3214,0.0982,0.3413,0.2835,0.1629,0.1054,0.5048,0.5583,0.2152,0.3189,0.1582,0.1114,0.2122,5.497,0.2576,0.5965
3.896,6.0939,34.3791,32.2701,1.5852,22.6844,0.9558,1.8441,14.948,10.0376,3.8979,10.9686,15.8792,26.6972,50.993,5.9584,1.6614,1.0122,6.903,9.9921,6.6065,21.4313,8.9634,3.4291,16.0038,1.5667,1.0053,39.5315,7.6689,21.0676,8.7808,9.8694,3.9674,13.0282,0.4873,2.4169,3.7443,52.0862,12.0871,25.6527,44.5808,36.0925,1.7515,8.2592,11.1247,25.9679,34.2748,1.2708,22.8054,9.6244,9.8875,27.5513,20.6363,1.1715,5.9706,24.3551,6.9707,5.2575,0.4535,29.5176,8.2148,10.4241,1.6081,43.6788,6.7153,8.2563,9.2973,13.5091,10.2953,16.6166,1.293,19.8899,22.278,0.6832,10.4984,1.4253,8.9722,7.2933,15.5279
0.9987,1.295,0.4828,0.0929,0.4779,0.3909,1.3279,0.6145,0.9676,0.7277,0.612,0.3054,0.2204,0.5911,0.6862,0.263,1.2118,0.1304,1.0664,0.4752,1.4319,0.2055,0.4873,0.8181,0.394,0.947,2.3242,0.5003,0.2573,0.0237,1.3671,0.3025,0.7818,0.2615,0.162,1.276,0.1164,1.0072,0.4558,1.8874,0.3155,0.7005,0.1872,0.2812,0.84,1.133,0.5485,2.5495,0.0177,0.9044,0.3885,0.2154,0.463,0.1433,0.3185,0.2879,2.8209,0.0544,1.3949,0.0714,0.7697,2.132,0.518,0.0757,0.7708,0.2113,1.1451,0.9357,0.8496,0.3899,0.4346,0.6591,2.1932,1.8482,0.824,0.9137,1.8872,0.4821,1.6026
5.2983,6.7313,5.3065,5.45,3.1024,12.0307,3.8483,4.6205,4.6078,4.9958,3.2267,3.2408,4.0169,4.2014,2.423,1.0051,5.082,2.9512,4.2492,6.4693,2.8022,1.5459,2.5637,3.2302,8.8611,1.6759,7.6334,4.6043,4.4528,5.3422,1.3395,5.4578,2.4202,4.3996,1.4862,2.0677,7.9714,4.1101,3.0925,4.6167,13.5269,2.8303,4.1642,3.7526,5.4547,2.8214,5.6161,3.2396,2.8628,2.4458,2.4777,3.4022,8.4551,1.0636,1.6609,6.205,7.8621,1.3261,5.3575,4.9056,4.5159,13.1085,3.5557,6.4374,3.0636,1.5029,8.9938,2.0538,2.3319,12.2654,2.5178,9.2624,7.9495,6.6311,5.0625,4.3017,3.1976,3.0286,2.8398
0.1385,0.1788,0.1502,0.7396,4.1053,1.1291,0.5638,0.6272,0.2677,0.9246,0.5678,0.8295,0.191,0.4519,0.1016,1.2768,0.5389,0.2114,1.7005,0.7191,5.5243,0.5265,0.518,1.057,2.4032,1.2533,0.1929,0.1579,0.1791,0.6098,0.0481,1.1539,2.3928,0.2732,0.2235,0.2341,1.0303,0.4056,0.2874,1.0016,1.6531,0.3946,0.1041,0.3335,0.157,0.2069,0.1453,0.436,0.2681,0.2193,2.0141,0.6659,0.7983,0.8422,0.765,0.1775,0.2031,0.1971,0.1727,0.0681,1.4093,0.3571,0.6777,0.9509,0.9824,0.5261,0.1251,0.5967,1.5144,0.8044,0.3306,0.3092,0.1425,0.0507,0.4197,5.7179,43.6113,1.1766,0.3217
0.0,0.0029,0.0019,0.0425,0.0038,0.0015,0.0015,0.0054,0.0019,0.0052,0.0117,0.0519,0.0,0.0,0.0017,0.002,0.0034,0.0042,0.0154,0.0069,0.0292,0.0049,0.0089,0.0015,0.0015,0.0016,0.0017,0.0,0.0038,0.0032,0.0,0.0022,0.0,0.0,0.0,0.0,0.0479,0.0018,0.0,0.0,0.0019,0.007,0.0109,0.0304,0.0331,0.0018,0.0106,0.0,0.0081,0.0,0.0533,0.0,0.0206,0.0,0.0,0.0545,0.0,0.0034,0.0024,0.0033,0.0,0.0283,0.0109,0.0074,0.009,0.0048,0.2437,0.0086,0.0,0.0099,0.0,0.1839,0.0015,0.0066,0.0014,0.0043,0.0043,0.0,0.0031
0.0751,1.0464,4.5329,0.2594,0.4152,0.3337,0.5219,0.3978,0.6032,0.151,0.2483,0.5813,0.1575,8.2593,0.2634,0.8531,0.2643,0.2342,0.7625,1.5921,0.4791,0.7083,0.9995,0.2628,0.4608,0.4104,0.3906,0.6473,0.3863,3.8572,0.791,0.0217,0.5179,0.222,0.1464,0.2968,1.1471,0.3001,0.475,0.4497,0.1753,0.923,0.3758,0.2879,0.4206,0.3648,0.5007,1.7876,0.0921,2.1489,0.7419,1.156,0.2563,0.3134,0.3539,0.3564,0.4849,0.1103,0.6582,0.1573,0.2448,3.4691,0.2395,0.5407,0.7245,1.0806,0.4153,1.288,0.3585,0.4157,0.5321,0.6348,1.4625,2.7032,2.1494,0.5633,0.4201,0.6741,3.5614
25.3484,20.7972,17.2878,25.423,21.0041,17.6814,4.3232,18.554,29.3164,8.8139,28.1627,17.063,22.9815,22.9277,19.6852,22.7227,22.4944,21.341,38.3551,56.5674,9.1864,34.5607,27.0836,53.8288,25.1454,92.6376,40.103,21.151,12.5323,76.2231,54.6126,37.425,28.882,62.6334,15.8532,112.3606,21.1451,20.7443,26.579,24.3702,43.7501,36.3773,19.1391,27.945,29.3483,13.6534,19.3619,10.4664,24.8337,43.064,18.8169,19.0818,8.174,43.95,24.0439,32.4033,29.2404,14.0739,27.9083,17.9796,45.2014,21.2442,38.1731,25.1355,22.5915,20.0009,10.639,29.3716,72.9392,17.4934,18.9118,15.66,29.5133,4.5821,11.1132,59.28,32.4782,26.9589,47.2936
1.7516,6.4915,0.2888,0.1313,0.3757,0.1392,0.3061,2.8922,0.1669,0.117,0.1632,1.1774,0.2603,2.5254,0.4269,0.437,2.9186,1.0731,2.0625,1.8595,0.2066,0.2328,1.3341,0.904,0.6569,2.4048,0.9722,2.6453,0.3871,3.9513,0.2941,1.8384,0.4865,0.237,0.6368,0.9996,0.44,0.6318,0.4711,2.5521,0.1242,0.1193,2.4042,0.2856,0.6111,0.3368,0.8854,1.1521,0.7609,0.0372,2.2823,0.8577,6.5205,0.1965,0.9823,1.275,1.0821,0.7059,4.0273,0.0326,1.5337,0.6036,0.4931,0.7761,1.115,0.4542,0.0639,1.9012,1.2914,1.2926,0.3699,2.4719,2.0726,0.0952,4.7037,0.2558,0.0483,0.0454,0.0715
4.8165,4.8433,6.0906,2.4379,9.1364,4.5743,5.1157,4.323,5.409,6.7324,3.8867,4.6948,5.3818,4.179,8.4281,1.9237,5.0739,2.0643,6.044,9.0831,5.6142,15.6103,4.5379,6.9418,4.2862,8.2301,5.4145,6.7828,3.6203,21.1262,6.9447,4.0991,4.1474,6.4793,3.3024,6.5976,4.079,4.9909,3.9973,7.5754,5.6076,6.715,4.6155,7.2538,5.3031,4.8807,6.0834,5.8581,3.4488,4.0856,4.727,2.0439,7.1142,1.1035,1.8971,5.4791,3.1229,3.2628,10.1882,4.9234,7.0044,3.9679,2.6275,2.827,3.0647,2.4139,3.1178,5.4007,4.7885,7.6786,7.5667,5.2982,5.2103,4.6525,4.4232,4.8731,21.6563,2.7037,13.683
4.4993,2.3204,6.0211,6.3077,2.8112,3.8662,5.0046,2.9581,6.7124,5.4074,3.2416,1.8309,3.7944,2.2569,4.2361,1.8681,7.0222,1.7858,8.3933,2.0946,6.1112,3.104,1.9415,2.4722,4.1365,2.7917,2.3609,4.7861,3.2132,3.3968,2.7838,4.7345,2.6581,3.9966,1.9313,2.9196,3.2696,4.5426,2.17,2.5941,7.3164,5.4054,1.8876,2.0431,3.0757,7.6727,3.4364,4.5819,1.7663,2.991,3.0855,3.2453,3.1818,0.8237,2.2248,6.9389,3.2995,3.5938,3.2419,5.4689,3.558,3.5761,2.1675,3.3351,2.9389,1.6112,6.9152,1.8664,3.6186,3.9627,3.0242,3.5431,4.516,4.5915,2.2094,4.7281,5.628,3.5585,4.3452
2.8657,7.3236,0.7716,0.4248,1.2332,1.0625,9.9548,8.5874,1.7111,21.4913,9.1464,1.4839,7.1947,5.2057,0.8487,28.775,31.9451,3.7057,3.0348,1.107,2.6875,28.6519,6.6873,2.366,0.9174,24.1623,6.6569,15.6078,1.2869,0.9275,26.8233,0.2843,10.8223,6.2336,3.488,32.6774,1.5679,3.0905,4.9157,4.815,3.4156,5.1829,4.9524,8.9062,7.6119,13.9275,9.4618,4.7355,4.7498,1.6045,13.0347,5.3473,21.9327,4.3984,35.21,7.173,4.2725,1.3602,2.0968,0.9122,6.4902,1.0418,3.0029,24.0524,1.8332,1.4101,3.6848,3.3433,13.7428,6.0967,3.2394,11.7671,10.2535,4.374,16.7169,1.6868,7.6806,5.5867,3.1764
0.6699,2.1797,4.9763,0.2082,1.0849,1.4537,1.3545,9.8821,0.0784,0.143,0.8641,1.8507,0.7823,1.4923,0.7505,2.8673,0.8125,0.7379,2.4696,0.6857,0.5252,1.2147,2.3382,2.7725,0.1945,1.8087,1.1347,1.6569,0.588,0.4338,0.6225,0.2355,3.4513,0.1942,0.7285,0.45,0.0996,0.1452,0.538,0.163,0.5325,0.7089,0.1166,0.5696,0.7358,0.2167,1.2792,1.456,0.1409,0.9026,1.8445,2.1616,7.0824,0.2697,1.7022,1.2035,0.4788,0.9069,0.4659,5.3316,2.9221,0.8912,2.1087,2.0869,1.579,1.3238,0.2946,2.2182,1.3025,0.8563,1.5621,11.4797,0.899,0.992,4.7457,0.3064,4.094,1.1284,1.2465
0.028,0.0683,0.0428,0.0507,0.3793,0.3948,0.0704,0.0219,0.0235,0.0591,0.0157,0.2167,0.0309,0.0581,0.0212,0.0364,0.0103,0.0084,0.0242,0.2251,0.0866,0.0563,0.0717,0.0306,0.1387,0.0464,0.0739,0.0098,0.0268,0.0361,0.0389,0.0315,0.0558,0.0129,0.0121,0.0465,0.1361,0.0186,0.0082,0.0443,0.0342,0.1133,0.0496,0.6195,0.0111,0.1204,0.0244,0.0678,0.0858,0.0328,0.0222,0.0289,0.0353,0.022,0.0742,0.0456,0.0484,0.0206,0.0197,0.0198,0.1891,0.1178,0.0878,0.025,0.029,0.0049,0.0441,0.0462,0.0276,0.15,0.0279,0.0459,0.0218,0.2918,0.0438,0.0344,0.0717,0.0851,0.0439
0.0997,0.0298,0.0456,0.3005,0.0778,0.2104,0.0359,0.0412,0.2166,0.0116,0.0591,0.0527,0.1295,0.0762,0.1361,0.1152,0.127,0.0281,0.0869,0.2494,0.112,0.5266,0.025,0.0513,0.1515,0.0277,0.0118,0.109,0.0193,0.2196,0.0571,0.0151,0.0748,0.1191,0.0102,0.0935,0.06,0.0437,0.0549,0.1998,0.0955,0.2609,0.1386,0.2876,0.1183,0.0949,0.092,0.0524,0.0616,0.0157,0.1272,0.0806,0.0376,0.1846,0.0131,0.089,0.009,0.241,0.0743,0.0166,0.071,0.0113,0.049,0.0334,0.152,0.1797,0.091,0.0097,0.1943,0.0921,0.1774,0.023,0.0573,0.0278,0.0,0.0216,0.1105,0.011,0.3207
0.0129,0.0236,0.0071,0.0358,0.0237,0.0073,0.0,0.005,0.0096,0.0106,0.0024,0.0064,0.0047,0.0124,0.0065,0.005,0.0042,0.0026,0.0021,0.0064,0.0,0.0041,0.0055,0.0,0.0221,0.0041,0.0022,0.006,0.0281,0.004,0.0,0.0055,0.0034,0.004,0.0111,0.0028,0.0066,0.0114,0.0,0.025,0.0023,0.0303,0.0034,0.3323,0.0114,0.0,0.0112,0.0128,0.005,0.0086,0.0077,0.0059,0.0118,0.0,0.0,0.007,0.0099,0.0084,0.0,0.004,0.0,0.0206,0.0045,0.0092,0.0756,0.006,0.0042,0.0035,0.0034,0.0031,0.0102,0.0,0.0038,0.0041,0.0018,0.0105,0.0193,0.0,0.0154
3.8947,3.1446,1.103,1.3645,1.7853,2.8656,3.2192,4.0208,1.7717,3.9242,1.5514,0.9349,1.8466,1.3711,1.1349,1.0173,2.071,1.0645,1.2388,2.929,1.6706,2.5613,1.8834,1.1789,1.3936,1.7129,1.5925,1.0092,0.9671,2.3875,2.0938,3.971,1.4163,2.7005,0.9108,1.459,2.9114,1.8761,1.1435,2.372,1.5239,1.6436,1.964,2.8652,1.4656,5.2262,2.8027,4.1173,0.6103,1.247,1.2463,1.754,3.0085,0.3187,0.6501,1.9769,3.8333,3.4633,2.2889,1.6704,1.514,1.807,0.7642,1.4201,1.7778,0.4518,2.009,1.2486,1.6326,1.4708,2.0008,1.7683,1.6287,3.1465,0.961,1.4737,1.8156,0.764,3.2624
